Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
02/12/18,Merlin,Bird,Adult,1,02/12/18,North Main Street,Providence,Broken wing,
02/12/18,Flying Squirrel,Mammal,Adult,1,02/12/18,Polo Woods Bus Stop,Saunderstown,Injury,
02/13/18,Dark-eyed Junco,Bird,Adult,1,02/13/18,Finder's address,Hope Valley,"Injury, flew into window",
02/15/18,Tufted Titmouse,Bird,Adult,1,02/15/18,Naval Station,Newport,Cat attack,
02/15/18,Eastern Cottontail,Mammal,Young Adult,1,02/14/18,Parking garage,Providence,"Trapped in parking garage for 5+ day, dehydrated",
02/14/18,Big Brown Bat,Mammal,Adult,1,02/14/18,Foyer of apartment building,Providence,"Found in foyer, dehydrated",
02/16/18,Wild Turkey,Bird,Adult,1,02/16/18,St. Francis Cemetery,Pawtucket,"Would not use R leg, suspected toxicity",
02/16/18,Eastern Gray Squirrel,Mammal,Adult,1,02/16/18,37 Columbia Street,South Kingstown,"HBC, mange",
02/17/18,American Robin,Bird,Adult,1,02/17/18,Umass Dartmouth Campus,"Dartmouth, MA","Swollen eye, won't fly",
02/20/18,Herring Gull,Bird,Adult,1,02/19/18,Barrington Beach,Barrington,"Beached, vomiting, possibly poisoned",
02/20/18,Parakeet,Bird,Adult,1,02/20/18,Conimicut Point Park,Warwick,"Abandoned pet, thin, cold",
02/22/18,Great-horned Owl,Bird,Adult,1,02/22/18,Backyard,Saunderstown,"Broken R wing, old break",
02/22/18,Red-tailed Hawk,Bird,Adult,1,02/22/18,Pole 2212 Post Road,Warwick,"Possible HBC, coughing up blood",
02/22/18,Cardinal,Bird,Adult,1,02/22/18,Backyard,Charlestown,L wing injury,
02/23/18,Parakeet,Bird,Adult,1,02/23/18,83 Amberst Street,Warwick,"L leg, possible injury",
02/24/18,Pigeon,Bird,Adult,1,02/23/18,Abandoned warehouse,Central Falls,Eye injury/infection,
02/25/18,House Finch,Bird,Adult,1,02/25/18,"Narragansett Bay campus, near rock wall",Narragansett,Conjunctivitis? Eye injury,
02/26/18,Herring Gull,Bird,Adult,1,02/24/18,Waste Management,,"Bird was caught in wire by the dump, broken wing",
02/26/18,Canada Goose,Bird,Adult,1,02/26/18,Norman Bird Sanctuary,Middletown,"Back injury, found sitting on side of road",
02/28/18,Common Eider,Bird,Adult,1,02/28/18,Salty Brine Beach,Narragansett,"Was tangled in fishing line, walks/flies",
03/01/18,Eastern Gray Squirrel,Mammal,Adult,1,03/01/18,,Warwick,Eye injury,
03/01/18,Rat,Mammal,Adult,1,03/01/18,Riptide Street,Jamestown,"Old broken leg and assorted wounds, blind",
03/02/18,Deer Mouse,Mammal,Baby,1,03/01/18,Stove top,North Kingstown,Orphaned juvenile,
03/04/18,American Robin,Bird,Adult,1,03/04/18,Finder's address,Narragansett,Emaciated,
03/05/18,Eastern Red Bat,Mammal,Adult,1,03/04/18,Finder's address,Ashaway,Possible injury,
03/05/18,Dark-eyed Junco,Bird,Adult,1,03/05/18,Hope Street and Hauiston Street,Providence,"Injury, found in street, HBC, ataxic",
03/07/18,Red-breasted Merganser,Bird,Adult,1,03/07/18,Scarborough Beach,Narragansett,Possible injury,
03/07/18,Big Brown Bat,Mammal,Adult,2,03/06/18,Finder's address,West Warwick,"Found in attic, doing renovations",
03/07/18,Great-horned Owl,Bird,Adult,1,03/07/18,Finder's address,West Greenwich,"Wound on wing, infection",
03/09/18,Red-tailed Hawk,Bird,Adult,1,03/09/18,Somerset Street,Providence,"HBC, bleeding from mouth",
03/09/18,Pigeon,Bird,Adult,1,03/09/18,Lives at Potbelly,,"Injury, blind, contagious",
03/09/18,Red-tailed Hawk,Bird,Adult,1,03/09/18,1120 Slocum Road,Saunderstown,Compound fractured wing,
03/10/18,Fox Sparrow,Bird,Adult,1,03/10/18,In yard,East Greenwich,Injury,
03/10/18,Eastern Cottontail,Mammal,Baby,1,03/10/18,,Smithfield,Cat brought home,
03/11/18,House Sparrow,Bird,Adult,1,03/11/18,Finder's address,East Providence,Cat attack,
03/12/18,Common Murre,Bird,1st year,1,03/12/18,East Matunuck Beach,South Kingstown,Died,
03/08/18,Herring Gull,Bird,Adult,1,03/08/18,Finder's address,West Warwick,Attacked by hawk,
03/12/18,American Robin,Bird,Adult,1,03/11/18,"Old Drive-in, bike path across the street, Lonsdale Avenue",Lincoln,Dislocated L wing,
03/27/18,Eastern Cottontail,Mammal,Juvenile,1,03/27/18,In yard,Coventry,Injury,
03/12/18,Eastern Cottontail,Mammal,Adult,1,03/11/18,17 Newbury Drive,Westerly,"Not sure. Wouldn't move, found near road",
03/12/18,European Starling,Bird,Adult,1,03/12/18,6 Canal Street,Westerly,"Possible HBC, Neuro",
03/12/18,Eastern Cottontail,Mammal,Juvenile,2,03/12/18,Backyard,Jamestown,"Orphaned juvenile, dog caught",
03/14/18,Eastern Cottontail,Mammal,Juvenile,1,03/14/18,Pier Marketplace,Narragansett,Orphaned juvenile,
03/14/18,Eastern Gray Squirrel,Mammal,Adult,1,03/12/18,Finder's address,Chepachet,Back legs are paralyzed?,
03/14/18,Pigeon,Bird,Juvenile,2,03/14/18,Hinkley Boats,Portsmouth,"Orphaned juvenile, on ground in building",
03/14/18,American Robin,Bird,Adult,1,03/14/18,260 East Main Road,Middletown,Window strike,
03/14/18,Fish Crow,Bird,Adult,1,03/14/18,,Newport,R wing broken,
03/16/18,European Starling,Bird,Adult,1,03/16/18,In yard,Portsmouth,Caught in net,
03/16/18,American Goldfinch,Bird,Adult,1,03/16/18,Finder's address,North Kingstown,L eye trauma or conjunctivitis,
03/19/18,Eastern Cottontail,Mammal,Adult,1,03/19/18,Middle Road,Portsmouth,Injury,
03/19/18,Screech Owl,Bird,Adult,1,03/18/18,Route 114,Barrington,Injury,
03/19/18,Red-tailed Hawk,Bird,Adult,1,03/19/18,Finder's address,Barrington,"Injury, failing",
03/20/18,Eastern Cottontail,Mammal,Juvenile,5,03/20/18,Finder's address,Warwick,"Orphaned juvenile, dog found nest",
03/20/18,House Sparrow,Bird,Adult,1,03/20/18,"Alger Street, Oak Grove Intersect, found behind condos",East Greenwich,Found while walking dog,
03/20/18,Herring Gull,Bird,Adult,1,03/20/18,Post Road,North Kingstown,"Broken wing, compound FX",
03/21/18,American Woodcock,Bird,Adult,1,03/21/18,38 Albian Road,Lincoln,Head injury?,
03/19/18,Eastern Cottontail,Mammal,Juvenile,3,03/19/18,"Near CVS, Main Road",Tiverton,Orphaned juvenile,
03/22/18,Eastern Cottontail,Mammal,Juvenile,4,03/22/18,151 Suburban Parkway,Warwick,Orphaned juvenile,
03/22/18,Eastern Cottontail,Mammal,Juvenile,1,03/22/18,Backyard,Narragansett,"Orphaned juvenile, dog found, dog caught",
03/22/18,Red-throated Loon,Bird,Adult,1,03/22/18,15 New England Way,Warwick,"Leg injury?  Emaciated, crash landed",
03/23/18,Eastern Gray Squirrel,Mammal,Adult,1,03/23/18,Finder's address,Warwick,"Tail injured and possible broken leg, back injury",
03/24/18,Eastern Cottontail,Mammal,Juvenile,3,03/24/18,,Warwick,Orphaned juvenile,
03/24/18,Skunk,Mammal,Young Adult,1,03/24/18,11 Howland Avenue,Jamestown,HBC,
03/25/18,Mute Swan,Bird,Adult,1,03/25/18,20 Lane 3,Warwick,"Sick? Bumble foot, wound on L wing",
03/25/18,Eastern Cottontail,Mammal,Adult,1,03/25/18,Backyard,"Pawcutuck, CT","Back injury, gerally failing",
03/25/18,Great Black-backed Gull,Bird,Juvenile,1,03/25/18,"Guerney Resort, Goat Island",Newport,"Cold and won't move from location, no waterproofing, can't fly, possible shoulder injury",
03/26/18,Mourning Dove,Bird,Adult,1,03/26/18,Elbow Street,Providence,Broken @ elbow,
03/26/18,Eastern Cottontail,Mammal,Juvenile,2,03/25/18,,Central Falls,Orphaned juvenile,
03/27/18,Eastern Cottontail,Mammal,Juvenile,2,03/27/18,Finder's address,Warwick,"Orphaned juvenile, cat caught.  One-paralyzed, other-leg broken.",
03/24/18,Broad-winged Hawk,Bird,Adult,1,03/23/18,Stonechurch Road,Little Compton,"HBC, broken hip",
03/27/18,Eastern Cottontail,Mammal,Adult,1,03/27/18,171 Boon Street,Narragansett,"Degloving, neuro, blind",
03/27/18,Deer Mouse,Mammal,Juvenile,1,03/27/18,Hope High School,Providence,Caught in classroom,
03/27/18,Mink,Mammal,Adult,1,03/27/18,548 Tiogue Avenue,Coventry,Injury,
03/27/18,American Goldfinch,Bird,Adult,1,03/27/18,Found on road,,L wing dislocated,
03/28/18,Big Brown Bat,Mammal,Adult,1,03/27/18,Kitchen sink,Cranston,Injury,
03/29/18,Dark-eyed Junco,Bird,Adult,1,03/29/18,Hillside Street,Saunderstown,Window strike,
03/31/18,Cooper's Hawk,Bird,Adult,1,03/31/18,"Dollar General Store, Mineral Spring Ave, right by 95 ramps",North Providence,Unknown,
03/31/18,Pigeon,Bird,Adult,1,03/31/18,Target Warwick Mall,Warwick,Possible wing injury,
04/02/18,Domestic White Dove,Bird,Adult,1,04/02/18,Douglas & Mineral Spring @ Rite Aid,North Providence,?,
04/07/18,Herring Gull,Bird,Adult,1,04/07/18,Scarborough Beach,Narragansett,Broken wing,
04/08/18,Virginia Opossum,Mammal,Baby,3,04/08/18,Dyer Avenue,Cranston,Mom+4 Babies.  Mom HBC. Mom+1baby DOA,
04/20/18,Eastern Gray Squirrel,Mammal,Baby,2,04/19/18,Finder's address,Cranston,Orphaned,
04/20/18,Eastern Cottontail,Mammal,Juvenile,1,04/20/18,Finder's address,Pawtucket,Orphaned juvenile,
04/22/18,Eastern Gray Squirrel,Mammal,Juvenile,1,04/22/18,Finder's address,Cranston,Cuts on stomach & arm,
04/22/18,Eastern Cottontail,Mammal,Juvenile,1,04/22/18,Finder's address,Cranston,R eye & maybe one of its hind legs,
04/22/18,Eastern Cottontail,Mammal,Juvenile,1,04/22/18,Finder's address,Cranston,Paralysed?,
04/22/18,Eastern Cottontail,Mammal,Adult,1,04/22/18,Middlebridge,South Kingstown,"Neck laceration, rilling, head tilt",
04/22/18,American Robin,Bird,Adult,1,04/22/18,Railroad Street,Wakefield,"Impaled by stick, broken wing?",
04/22/18,Eastern Cottontail,Mammal,Baby,1,04/22/18,Finder's address,Coventry,Unknown,
04/23/18,Eastern Cottontail,Mammal,Juvenile,1,04/23/18,Target Warwick Mall,Warwick,Broken leg,
04/24/18,Eastern Cottontail,Mammal,Baby,1,04/24/18,Finder's address,Warwick,"Unknown, dog brought in",
04/23/18,Eastern Cottontail,Mammal,Baby,1,04/24/18,Finder's address,Coventry,Nothing apparent,
11/06/17,Domestic Pigeon,Bird,Adult,1,10/27/17,Sidewalk,Providence,"Couldn't fly, thin",
11/08/17,Domestic Pigeon,Bird,Adult,1,11/08/17,Front step,Central Falls,Emaciated,
11/18/17,Domestic Pigeon,Bird,Adult,1,11/17/17,Old River Road,Lincoln,Lost pet,
12/10/17,Domestic Pigeon,Bird,Adult,1,12/09/17,Ocean State Job Lot,North Kingstown,Emaciated,
03/31/18,Red Fox,Mammal,Baby,5,03/31/18,Finder's address,Saunderstown,Have not seen mother,
04/22/18,Eastern Cottontail,Mammal,Juvenile,4,04/22/18,Finder's address,Wakefield,Orphaned juvenile,
04/24/18,Mourning Dove,Bird,Fletching,1,04/24/18,7 Alicia Circle,Warwick,Attacked by other bird,
01/10/18,Virginia Opossum,Mammal,Adult,1,01/10/18,Finder's address,North Kingstown,"Possible animal attack.  Limp on R front paw, ear mites/infection",
04/02/18,Herring Gull,Bird,Adult,1,04/01/18,Parking lot across from finder's address,Warwick,"Neurological head tilt, suspected HBC",
04/02/18,Eastern Gray Squirrel,Mammal,Juvenile,2,04/02/18,Finder's address,Woonsocket,Orphaned juvenile,
04/02/18,Eastern Gray Squirrel,Mammal,Baby,3,04/02/18,191 King Philip Road,East Providence,"Orphaned juvenile, found by worker fixing wall on old house",
04/08/18,Eastern Phoebe,Bird,Adult,1,04/08/18,Finder's address,Providence,"Injury, found outside of front door, able to be caught and placed in box",
03/16/18,American Robin,Bird,Adult,1,03/16/18,New Road,North Kingstown,"HBC, back injury, wound inner L leg",
03/19/18,Tufted Titmouse,Bird,Adult,1,03/19/18,Finder's address,Cranston,Not able to fly,
03/27/18,Eastern Cottontail,Mammal,Juvenile,2,03/26/18,Finder's address,Jamestown,Cat caught,
03/30/18,Eastern Gray Squirrel,Mammal,Adult,1,03/29/18,Finder's address,Providence,Injury,
03/30/18,Blue Jay,Bird,Adult,1,03/30/18,9 Westerly Avenue,Providence,Wing damage,
03/30/18,Eastern Cottontail,Mammal,Juvenile,4,03/30/18,Finder's address,Warwick,"Orphaned juvenile. Finder dug up garden and found them.  2-ok, 2-barely breathing, injuries from being dug up. ",
03/30/18,Herring Gull,Bird,Adult,1,03/30/18,"Guerny's Resort, Goat Island",Newport,Broken wing.  Entangled in fishing line.,
03/30/18,Eastern Cottontail,Mammal,Juvenile,1,03/30/18,,East Providence,Dog got baby,
03/30/18,Eastern Cottontail,Mammal,Juvenile,1,03/30/18,"Tower Hill Road, by Jitters",North Kingstown,"Orphaned juvenile, nest destroyed",
03/31/18,Eastern Cottontail,Mammal,Juvenile,2,03/30/18,Fire pit in backyard,North Kingstown,One slightly burned behind head,
03/31/18,Downy Woodpecker,Bird,Adult,1,03/30/18,"Schoolhouse Road, vicinity of House #50",Warren,HBC,
03/31/18,Eastern Gray Squirrel,Mammal,Juvenile,5,03/31/18,Boyd Field,Warwick,Orphaned juvenile,
03/31/18,Big Brown Bat,Mammal,Adult,1,03/29/18,"1900 Broad Street, Jen Theatre",Cranston,Injury,
03/21/18,Eastern Cottontail,Mammal,Juvenile,3,03/21/18,Finder's address,Warwick,"Orphaned juvenile, dog found nest",
04/02/18,Big Brown Bat,Mammal,Adult,1,04/01/18,Finder's address,Narragansett,"Found in unused beachhouse, sealed in fireplace",
04/02/18,Muscovy Duck,Bird,Adult,1,04/02/18,27 Old Ferry Road,Bristol,"Appeared weak, no waterproofing",
04/02/18,Eastern Gray Squirrel,Mammal,4-weeks,1,03/30/18,,"Seekonk, MA",Orphaned juvenile,
04/03/18,Eastern Cottontail,Mammal,Juvenile,1,04/02/18,Finder's address,Warwick,Neurological dog found nest,
04/03/18,Canada Goose,Bird,Adult,1,04/02/18,Putnam Park,Smithfield,"Eye infections, wound on R wrist, finder said they saw him get HBC",
04/03/18,White-footed Mouse,Mammal,Baby,1,03/31/18,Driveway,West Greenwich,Orphaned juvenile,
04/03/18,Eastern Cottontail,Mammal,Adult,1,03/31/18,Taramount Drive,North Kingstown,Injury,
04/03/18,Eastern Cottontail,Mammal,Juvenile,1,04/03/18,"PetValu, East Main",Middletown,"Orphaned juvenile, found in parking lot easy to catch",
04/02/18,White-footed Mouse,Mammal,Juvenile,2,04/02/18,,Cranston,"Orphaned juvenile, found on glue trap, used olive oil to release",
04/04/18,Canada Goose,Bird,Adult,1,04/04/18,"99 Bald Hill Road, overpass",Cranston,"Possible HBC, broken R foot",
04/04/18,Eastern Cottontail,Mammal,Juvenile,1,04/04/18,Finder's address,Newport,"Orphaned juvenile, cat brought it in house",
04/04/18,Eastern Cottontail,Mammal,Juvenile,1,03/29/18,Backyard,Charlestown,"Orphaned juvenile, cat caught",
04/05/18,Eastern Screech Owl,Bird,Adult,1,04/04/18,5 Adams Point Road,Barrington,Possible HBC,
04/06/18,House Sparrow,Bird,Adult,1,04/06/18,,Cranston,"Can't fly, blind in both eyes",
04/07/18,Eastern Cottontail,Mammal,Adult,1,04/07/18,,Narragansett,"Back legs broken, back injury.  Not improving enough.",
04/07/18,Pied-billed Grebe,Bird,Adult,1,04/07/18,Valley Road,Newport,"Beached.  Handled before pickup, waterproofing could be poor.",
04/08/18,Common Loon,Bird,Adult,1,04/08/18,Goat Island,Newport,Injury,
04/08/18,Herring Gull,Bird,Adult,1,04/08/18,"West Main Road, by Tacobell",Middletown,Injury,
04/08/18,Eastern Screech Owl,Bird,Adult,1,04/08/18,Pleasant Valley Parkway,Providence,Broken L wrist,
