Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
01/13/16,Red-tailed Hawk,Bird,Adult,1,01/13/16,Front yard,Burriville,"FX wing, bone exposed, bad infection",
01/15/16,Ruddy Duck,Bird,,1,01/15/16,Second Beach,Middletown,Crash landed in road,
01/15/16,Red-winged Black Bird,Bird,Adult,1,01/15/16,In yard,North Kingstown,Window strike,
01/15/16,Cooper's Hawk,Bird,Juvenile,1,01/15/16,Pemberton Apartment,Jamestown,"Break at joint, L wing",
01/16/16,House Sparrow,Bird,Adult,1,01/16/16,88 Conanicus Road,Narragansett,Eye injury,
01/18/16,Big Brown Bat,Mammal,Adult,1,01/18/16,Roger Williams Park Zoo,Providence,Found inside public space,
01/18/16,American Crow,Bird,Adult,1,01/18/16,,Bristol,R wing FX,
01/16/16,Dark-eyed Junco,Bird,Adult,1,01/15/16,Junkyard near 520 Kenyon Street,Pawtucket,"Unknown trauma, missing tail feathers, injured leg",
01/12/16,Mourning Dove,Bird,Adult,1,01/12/16,1098 Main Street,West Warwick,Flew into building,
01/12/16,Wild Pigeon,Bird,Adult,1,01/12/16,31 Mill Street,West Warwick,"Compound FX R wing, exposed bone",
01/20/16,Herring Gull,Bird,Adult,1,01/19/16,4-haul Connell Highway,Newport,Broken wing,
01/21/16,Silver-haired Bat,Mammal,Adult,1,01/21/16,,Westerly,FX wing,
01/21/16,White-throated Sparrow,Bird,Adult,1,01/21/16,29 Calvintown Road,Coventry,"Possibly hit window, dislocated or FX R shoulder",
02/05/16,Turkey Vulture,Bird,Adult,1,,Winter Street,Woonsocket,Blood loss,
02/02/16,Common Loon,Bird,Adult,1,02/02/16,Bailey's Beach,Newport,Labor breathing,
02/07/16,Red-throated Loon,Bird,Juvenile,1,02/07/16,Near Monahan's Clam Shack,Narragansett,Lead poisoning,
11/25/15,V. Opossum,Mammal,Adult,1,11/25/15,31 West Main Road,Middletown,Necrotic tail,
01/20/16,Northern Short Tail Shrew,Mammal,Adult,1,01/20/16,,Bristol,Dug up by dog,
01/21/16,Blue Jay,Bird,Adult,1,01/21/16,"Backyard, 81 Tanglewood Drive",East Greenwich,Unknown trauma - back injury,
01/21/16,Red-tailed Hawk,Bird,Adult,1,01/21/16,116 Briarwood Drive,Wakefield,"Blind, no improvement, couldn't stand",
01/21/16,Eastern Grey Squirrel,Mammal,Adult,1,01/18/16,20 Echo Road,Harmony,,
01/22/16,White-footed Mouse,Mammal,Juvenile,1,01/21/16,14 Kiley Way,Coventry,Cat attack,
01/24/16,Turkey Vulture,Bird,Adult,1,01/23/16,514 Colwell Road,Burriville,"Back injury, failing",
01/25/16,Herring Gull,Bird,Juvenile,1,01/25/16,"Seaplane Diner, 307 Allens Avenue",Providence,"Thin, some feather damage, trapped in chainlink enclosure round T-pole",
01/28/16,Eastern Grey Squirrel,Mammal,Adult,1,01/27/16,34 Lydia Road,Coventry,"HBC, not moving - unknown trauma",
01/24/16,Eastern Grey Squirrel,Mammal,Adult,1,01/24/16,Knotty Oak Road & Gervais Street,Coventry,HBC,
01/28/16,Cooper's Hawk,Bird,Adult,1,01/28/16,Bristol Ferry Road,Portsmouth,HBC,
01/28/16,Virginia Opossum,Mammal,Adult,1,01/27/16,10 Mahoney Drive,Scituate,Dog attack,
01/29/16,Wood Thrush,Bird,Adult,1,01/29/16,101 Malbone Road,Newport,FX foot,
01/29/16,Northern Bobwhite,Bird,Adult,1,01/28/16,"On the main road of street, 40 Park Street",Pawtucket,Orphaned juvenile,
01/30/16,Eastern Grey Squirrel,Mammal,Adult,1,01/30/16,74 Yale Drive,Coventry,Injury,
01/31/16,Common Loon,Bird,Adult,1,01/31/16,Easton's Beach,Newport,Unknown trauma,
03/01/16,Eastern Screech Owl,Bird,Adult,1,02/01/16,,Cumberland,HBC,
02/02/16,Sharp-shinned Hawk,Bird,Juvenile,1,01/02/16,Corner of Pocasset Avenue & Hauxhurst Avenue,Providence,"HBC, Orphaned juvenile",
02/03/16,Eastern Cottontail,Mammal,Adult,1,02/03/16,74-84 Camp Fuller Road,North Kingstown,"FX R hip, got stuck in a fence",
02/03/16,Mallard,Bird,Adult,1,02/02/16,"Off Jerry Brown Farm Road, Point Judith Pond",South Kingstown,Back injury - unknown trauma,
02/04/16,Eastern Grey Squirrel,Mammal,Adult,1,02/04/16,168 Custer Street,Warwick,Possibly HBC,
02/04/16,Dovekie,Bird,Adult,1,02/04/16,Charlestown Beach,Charlestown,,
02/04/16,Eastern Grey Squirrel,Mammal,Adult,1,02/04/16,Howard Road,Cumberland,Could not walk with behind legs,
02/06/16,Pigeon,Bird,Juvenile,1,02/05/16,49 Putnam Street,Providence,Injury ?,
02/08/16,Barred Owl,Bird,Adult,1,02/07/16,77 Gentry Way,Scituate,Back injury,
02/09/16,Mourning Dove,Bird,Adult,1,02/09/16,In yard,Manville,Injured wing,
02/09/16,Eastern Screech Owl,Bird,Adult,1,02/09/16,Glenbrook Road,Warwick,Throat cut/torn open,
02/11/16,House Sparrow,Bird,Adult,1,02/11/16,20 Auburn Street,Pawtucket,"Possible car strike / head injury, blind in both eyes",
02/11/16,American Crow,Bird,Adult,1,02/11/16,Mobile Station,Kingstown,"Back injury, HBC",
02/11/16,Cooper's Hawk,Bird,Juvenile,1,02/11/16,Sandy Point Stables,Portsmouth,Unknown trauma,
02/12/16,House Finch,Bird,Adult,1,02/12/16,Plum Beach,North Kingstown,"Conjunctivitis, blind in one eye",
02/13/16,Meadow Vole,Mammal,Adult,1,02/11/16,Maple Avenue,Barrington,"Neuro, circles non-stop",
02/15/16,White-footed Mouse,Mammal,Juvenile,1,02/15/16,In home,North Kingstown,Hypothermic,
02/15/16,Dark-eyed Junco,Bird,Adult,1,02/15/16,114 Highview Avenue,Hope Valley,Back injury / window strike,
02/15/16,Mourning Dove,Bird,Adult,1,02/15/16,Old Baptist Road,North Kingstown,"HBC, ruptured R eye, FX R wing",
02/16/16,Northern Cardinal,Bird,Adult,1,02/16/16,12 Philmont Avenue,Cranston,Injury,
02/16/16,Herring Gull,Bird,Adult,1,02/16/16,Tolgate Road,Warwick,HBC,
02/17/16,Mute Swan,Bird,Adult,1,02/14/16,Carls Pond,Cumberland,Injury under R wing,
02/17/16,Wild Turkey,Bird,Adult,1,02/12/16,"President's House, RI College",,HBC,
02/17/16,House Sparrow,Bird,Adult,1,01/27/16,Slater Park,Pawtucket,Both legs broken/eye damaged,
02/17/16,Southern Flying Squirrel,Mammal,Adult,2,02/12/16,27 Miller Street,Warren,Huddled outside in cold,
02/17/16,Ruddy Duck,Bird,Adult,1,02/16/16,Hanging Rock,Middletown,Injury,
02/17/16,Big Brown Bat,Mammal,Adult,1,02/17/16,56 Forth Street,Providence,Roused from hibernation,
02/18/16,Double Crested Cormorant,Bird,Juvenile,1,02/18/16,Matunuck Beach,,"Neuro, failing, possibly blind, feathers trashed",
02/18/16,Eastern Grey Squirrel,Mammal,Adult,1,02/18/16,23 Hornet Road,North Kingstown,Possible cat attack/severely dehydrated,
02/18/16,Ring-billed Gull,Bird,Adult,1,02/18/16,"Oakland Beach, near Iggy's Doughboys",,Back injury,
02/19/16,WF Deer Mouse,Mammal,2 months,3,02/18/16,,,Stuck in glue traps / eating each other,
02/19/16,Eastern Grey Squirrel,Mammal,Juvenile,1,02/19/16,54 Seymour Street,Warren,Orphaned juvenile,
02/22/16,Great Black-backed Gull,Bird,Juvenile,1,02/22/16,Brambles in front of Hale Library,South Kingstown,"Neuro, twisted neck, failing",
02/23/16,White-throated Sparrow,Bird,Adult,1,02/19/16,11 Snell Street,,Window strike,
02/23/16,Swan,Bird,,1,02/23/16,Child Street @ the Reservoir,Warren,"R wing injury, HBC, severe FX",
02/25/16,House Sparrow,Bird,Adult,1,02/25/16,285 Sharon Street,Providence,Possible window strike,
02/26/16,Red-tailed Hawk,Bird,Adult,1,02/25/16,812 Hope Street,Bristol,Struck side of house/organ protruding out of chest,
02/26/16,Screech Owl,Bird,Juvenile,1,02/25/16,231 Eagle Street,"Fall River, MA",Emaciated/struck house in wind storm,
02/26/16,American Goldfinch,Bird,Adult,1,02/26/16,122 Old River Road,Lincoln,Conjunctivities,
02/26/16,Dark-eyed Junco,Bird,Adult,1,02/26/16,"In yard, 300 Wakefield Street",West Warwick,Found floundering on ground under bird feeder,
02/25/16,Herring Gull,Bird,Juvenile,1,02/25/16,"Backyard, 2 Riverdale Avenue",West Warwick,R wing shattered,
03/02/16,Eastern Cottontail,Mammal,Infant,2,03/01/16,105 Landis Drive,East Greenwich,"Dog caught, orphaned juvenile",
03/01/16,Eastern Grey Squirrel,Mammal,Juvenile,1,03/01/16,Indian Avenue,Newport,"Pinkie, orphaned juvenile",
02/29/16,Pigeon,Bird,,1,02/29/16,"In yard, Columbia Avenue",Jamestown,"Emaciated, back injury",
03/01/16,Pigeon,Bird,Adult,1,03/01/16,On sidewalk,Providence,Unknown trauma,
03/02/16,White-throated Sparrow,Bird,Adult,1,03/02/16,1480 Boston Neck Road,Saunderstown,Bird found flopping around on ground near home,
03/03/16,White-footed Mouse,Mammal,Juvenile,1,03/03/16,In yard,West Greenwich,Orphaned juvenile,
03/06/16,Blue Jay,Bird,Adult,1,03/05/16,51 Belfield Drive,Johnston,Cat attack,
03/08/16,Eastern Cottontail,Mammal,Juvenile,1,03/08/16,13 Ocean View Drive,Narragansett,Cat scratch,
03/08/16,Red-breasted Merganser,Bird,Adult,1,03/08/16,South Shore Beach,Little Compton,Injury,
03/09/16,Eastern Cottontail,Mammal,Adult,1,03/09/16,"Rte 1, Across from Washington Trust",Westerly,Broken back,
03/07/16,Herring Gull,Bird,Adult,1,03/07/16,2 Tupelo Road,South Kingstown,"Both wings broken, HBC",
03/09/16,Rabbit,Mammal,Adult,1,03/09/16,"State Police Barracks, East Main & Union",Portsmouth,"HBC, broken back",
03/09/16,Eastern Grey Squirrel,Mammal,,1,,Arnold Road,Coventry,HBC,
03/10/16,Eastern Grey Squirrel,Mammal,Juvenile,5,03/10/16,,Westerly,Orphaned juvenile,
03/10/16,Big Brown Bat,Mammal,,1,03/10/16,15 Ellery Road,Newport,Disturbed from hibernation,"No exposure, gloves were worn"
03/10/16,Sharp-shinned Hawk,Bird,Adult,1,03/10/16,"Washington Street & Rt 117, Janotti Funeral Home",Coventry,L leg FX @ joint,
03/11/16,Eastern Cottontail,Mammal,Adult,1,03/11/16,74 Peck Hill Road,Johnston,Injury,
02/11/16,Duck,Bird,,2,,Legris Avenue at Cross Street by West Bay Nursing Home,,"Unknown injury, a little blood visible",
03/13/16,Seagull,Bird,,1,,146 in N. Smithfield,North Smithfield,Foot injury?,
03/13/16,Eastern Grey Squirrel,Mammal,,1,,44 Dion Avenue,West Warwick,N/A,
03/13/16,House Sparrow,Bird,,1,,"1 New Road, Unit A4",,Wing injury,
03/20/16,Eastern Grey Squirrel,Mammal,,1,,29 Pine Avenue,Coventry,No injury,
03/20/16,Canada Goose,Bird,,1,,Border Pulaski Blvd,Woonsocket/Bellingham,R leg - Emaciated,
03/25/16,Eastern Cottontail,Mammal,,1,,131 Tomaquag Road,Ashaway,Failing,
04/03/16,Eastern Grey Squirrel,Mammal,Baby,1,,7 Michael Drive,Bristol,?,
03/20/16,Herring Gull,Bird,Adult,1,03/20/16,22 Pendar Avenue,Warwick,FX L leg,
03/24/16,Robin,Bird,Adult,1,03/24/16,"Underneath car, 4 Cypress Court",North Providence,Injury,
03/24/16,Eastern Grey Squirrel,Mammal,Juvenile,4,03/24/16,RW Park,Providence,"Orphaned juvenile, Injury",
03/15/16,Finch,Bird,Adult,1,03/15/16,101 Whitman Street,Pawtucket,Injury,
03/22/16,Red-ear Sliders,Reptile,Adult,2,03/22/16,57 Gaulin Avenue,Woonsocket,"Orphaned juvenile, neglected",
03/22/16,Painted Turtle,Reptile,Adult,1,03/22/16,57 Gaulin Avenue,Woonsocket,"Orphaned juvenile, neglected",
02/24/16,Great Black-backed Gull,Bird,Adult,1,02/24/16,Ocean Road across from Turtle Soup Restaurant,Narragansett,"HBC, blood noted on bill, limp, not healing",
03/09/16,Black Scoter,Bird,Adult,1,03/08/16,Scarborough Beach,Narragansett,"Unknown trauma, infected R joint elbow",
03/11/16,WF Deer Mouse,Mammal,Juvenile,1,03/11/16,,West Kingstown,Cat caught,
03/12/16,Eastern Grey Squirrel,Mammal,Adult,1,03/12/16,Toledo Avenue,Pawtucket,Front leg paralyzed,
03/12/16,White-footed Mouse,Mammal,Adult,1,,Tarbox Drive,Exeter,Found in house,
03/14/16,Eastern Grey Squirrel,Mammal,Pinkie,1,03/14/16,"Backyard, 554 Phenix Avenue",Cranston,Orphaned juvenile,
03/15/16,Squirrel,Mammal,Juvenile,5,03/15/16,8 Babcock,Westerly,"Orphaned juvenile, in yard - tree cut down",
03/15/16,Herring Gull,Bird,Adult,1,03/15/16,Quonset Business Park,North Kingstown,"FX R wing, elbow",
03/15/16,Northern Cardinal,Bird,Adult,1,03/12/16,,Barrington,Severed R foot,
03/15/16,Herring Gull,Bird,Juvenile,1,03/15/16,Little Allens Harbor,North Kingstown,? Rolling in surf,
03/15/16,Eastern Grey Squirrel,Mammal,Juvenile,1,03/13/16,34 Argol Street,Providence,Orphaned juvenile,
03/16/16,Eastern Cottontail,Mammal,Adult,1,03/16/16,"On sidewalk, in yard",East Greenwich,"Animal attack, legs bleeding, open wounds",
03/16/16,Great Black-backed Gull,Bird,Juvenile,1,03/14/16,5 Beacon Hill Road,Newport,"FX R elbow, old FX, already healed & frozen",
03/16/16,Common Loon,Bird,Juvenile,1,03/16/16,Bonnet Shore Beach Club,Narragansett,Upper Respiratory distress,
03/17/16,American Goldfinch,Bird,Adult,1,,,,Conjunctivitis,
03/17/16,WF Deer Mouse,Mammal,Juvenile,1,03/16/16,Seabra Plaza,Cumberland,Orphaned juvenile,
03/18/16,Sharp-shinned Hawk,Bird,Adult,1,03/17/16,205 Washinton Avenue,Providence,"Struck house, R shoulder broken",
03/18/16,Wild Turkey,Bird,Adult,1,03/18/16,Rt. 114,East Providence,"Struck by car, FX R leg",
03/19/16,Squirrel,Mammal,Juvenile,2,03/17/16,4144 Tower Hill Road,Wakefield,Orphaned juvenile,
03/19/16,House Sparrow,Bird,Adult,1,03/19/16,Walmart,Warwick,"Back injury, possible window strike",
03/19/16,Eastern Cottontail,Mammal,Adult,1,03/19/16,Broadway & Mumford Avenue,Newport,HBC,
03/19/16,Eastern Cottontail,Mammal,Juvenile,5,03/18/16,122 Blanchard Avenue,Warwick,Orphaned juvenile,
03/20/16,Black Vulture,Bird,Juvenile,1,03/18/16,Yard at 12 Palmer Road,Ashaway,"? Injury, not flying",
03/21/16,Eastern Grey Squirrel,Mammal,Juvenile,2,03/20/16,Backyard,Johnston,"Tree cut down, one was crushed, other was missing a foot",
03/21/16,Mallard,Bird,Adult,1,03/18/16,"Backyard, 2 Cray Street",Cumberland,"Animal attack on head, broken R wing",
03/21/16,Eastern Grey Squirrel,Mammal,Juvenile,3,03/21/16,15 Jewell Street,Providence,"Orphaned juvenile, tree cut down",
03/22/16,Eastern Cottontail,Mammal,Juvenile,1,03/21/16,Back porch,North Kingstown,"Cat caught, failing",
03/22/16,Great Black-backed Gull,Bird,Adult,1,03/22/16,"Health Clinic, Navy Base",Newport,FX L wing,
03/22/16,Silver-haired Bat,Mammal,Juvenile,1,03/22/16,56 Locust Valley Road,Exeter,Wing fx R,
03/22/16,Scaup,Bird,Adult,1,03/22/16,South Kingstown Town Beach,South Kingstown,"Dog bite, punctured air sac",
03/22/16,Squirrel,Mammal,Juvenile,3,03/22/16,,Warwick,"Orphaned juvenile, tree work",
03/20/16,N.E. Cottontail,Mammal,Juvenile,1,03/20/16,,,Orphaned juvenile,
03/23/16,Squirrel,Mammal,Baby,3,03/20/16,,Westerly,Orphaned juvenile,
03/23/16,Pigeon,Bird,Adult,1,03/22/16,31 Anthony Street,East Providence,Animal attack,
03/24/16,Squirrel,Mammal,Adult,1,03/22/16,"Side of road, 21 Lake Avenue",Barrington,Injury,
04/24/16,Eastern Cottontail,Mammal,Adult,1,03/24/16,Oakland Beach Avenue,Warwick,"FX back, paralyzed, HBC",
03/24/16,Garter Snake,Reptile,Adult,1,03/24/16,2095 Plainfield Pike,Johnston,"Dog attack, paralyzed",
03/24/16,Eastern Cottontail,Mammal,Juvenile,7,03/23/16,17 Weymouth Street,Providence,"Orphaned juvenile, dog attack",
03/24/16,Rabbit,Mammal,Juvenile,3,03/24/16,,Warwick,"Orphaned juvenile, found in yard with dog, mother never returned",
03/25/16,Eastern Cottontail,Mammal,Juvenile,6,03/25/16,187 Strawberry Field Road,Warwick,"Orphaned juvenile, dog dug up nest - kidnapped",
03/25/16,Rabbit,Mammal,Baby,1,03/25/16,821 Mitchels Lane,Middletown,Cat brought to front door,
03/25/16,Pigeon,Bird,Adult,1,03/25/16,"Dorrance Street, near Juicidal Branch",Providence,Feet injured? Neuro,
03/25/16,Eastern Cottontail,Mammal,Juvenile,4,03/23/16,7 Circle Road,Smithfield,"Orphaned juvenile, cat attack",
03/26/16,Eastern Cottontail,Mammal,Adult,1,03/26/16,1154 Old Baptist Road,North Kingstown,"Dog attack, dislocated L leg, deep lacerations",
03/26/16,Blue Jay,Bird,Adult,1,03/26/16,Backyard,Pawtucket,"Did not move when approached, hopped, did not fly",
03/26/16,Eastern Grey Squirrel,Mammal,Juvenile,1,03/25/16,Garden City Drive,Cranston,Orphaned juvenile,
03/28/16,Guinea Fowl,Bird,Adult,3,03/26/16,21 Lori Drive,North Providence,,
03/28/16,Squirrel,Mammal,,1,03/27/16,"River Road, Lincoln @ Marie Street",Lincoln,Poss. HBC,
03/29/16,Rabbit,Mammal,Adult,1,03/29/16,In yard,North Providence,Cat injured,
03/29/16,House Sparrow,Bird,Adult,1,03/29/16,In yard,Warwick,Neuro,
03/29/16,American Robin,Bird,Adult,1,03/29/16,Goddard Park,Warwick,"R wing minor wound, likely cat attack",
03/30/16,Eastern Grey Squirrel,Mammal,Juvenile,1,03/29/16,9 Brown Street,Providence,Orphaned juvenile,
03/30/16,Eastern Phoebe,Bird,Adult,1,03/29/16,URI,Kingston,"Window strike, R wing injury",
03/30/16,American Robin,Bird,,1,03/30/16,15 South River Drive,Narragansett,"Back injury, flew into front window",
03/30/16,Eastern Grey Squirrel,Mammal,Baby,6,03/27/16,Not sure,,"Orphaned juvenile, failing",
03/30/16,Eastern Grey Squirrel,Mammal,Juvenile,1,03/30/16,34 Cynthia Drive,Coventry,"Orphaned juvenile, hit ground/bloody nose",
03/31/16,Mourning Dove,Bird,Juvenile,2,03/31/16,"2348 Post Road, Suite 107",Warwick,Fell from nest,
03/31/16,Eastern Grey Squirrel,Mammal,Juvenile,2,03/31/16,Clearview Drive,North Kingstown,Orphaned juvenile,
03/31/16,Eastern Cottontail,Mammal,Adult,1,03/31/16,96 Valleybrook Drive,East Providence,Animal attack,
04/01/16,Eastern Cottontail,Mammal,Adult,1,04/01/16,Biltmore Hotel,Providence,Stuck in fence,
03/28/16,Eastern Grey Squirrel,Mammal,Juvenile,4,03/28/16,,East Providence,"Orphaned juvenile, tree cut down",
03/31/16,Eastern Grey Squirrel,Mammal,Juvenile,3,03/31/16,,Coventry,"Orphaned juvenile, tree cut down",
03/28/16,Eastern Grey Squirrel,Mammal,Juvenile,3,03/28/16,,Warwick,"Orphaned juvenile, tree cut down",
04/01/16,Squirrel,Mammal,Adult,3,03/29/16,Yard,West Kingston,"Orphaned juvenile, tree fell on nest",
03/31/16,Eastern Grey Squirrel,Mammal,Juvenile,1,03/31/16,105 Maple Avenue,West Warwick,Orphaned juvenile,
04/01/16,Eastern Cottontail,Mammal,Juvenile,1,04/01/16,Backyard,Warwick,"Dog attack, torn leg",
04/02/16,Eastern Grey Squirrel,Mammal,Juvenile,1,04/01/16,Gordon Avenue,Warwick,"Orphaned juvenile, found on road, mom did not come back",
04/02/16,Eastern Cottontail,Mammal,Juvenile,1,04/01/16,In finder's house,Middletown,"Cat caught, missing eye",
04/02/16,Eastern Grey Squirrel,Mammal,Juvenile,1,04/01/16,44 River Street,West Warwick,"Orphaned juvenile, found on deck",
04/03/16,Mallard,Bird,Adult,1,04/03/16,Oaklawn Avenue,Cranston,"Found on side of road, open mouth breathing, aspirated blood",
04/02/16,Canada Goose,Bird,Adult,1,04/02/16,400 Warwick Avenue,Warwick,"HBC, blind R eye, R elbow FX, extensive degloving",
04/03/16,Eastern Cottontail,Mammal,5 days,3,03/27/16,,,Orphaned juvenile,
04/03/16,Eastern Grey Squirrel,Mammal,Juvenile,1,04/01/16,547 Clinton Street,Woonsocket,Orphaned juvenile,
04/03/16,Eastern Grey Squirrel,Mammal,Juvenile,1,03/18/16,113 Morin Height Blvd,Woonsocket,Orphaned juvenile,
04/02/16,Eastern Screech Owl,Mammal,Adult,1,04/02/16,21 New Road,Gloucester,Unknown trauma,
04/04/16,Eastern Grey Squirrel,Mammal,Juvenile,1,04/02/16,,Riverside,Orphaned juvenile,
04/04/16,Eastern Grey Squirrel,Mammal,Juvenile,3,04/04/16,,Greenville,"Orphaned juvenile, nest fell from tree",
04/04/16,Eastern Grey Squirrel,Mammal,Juvenile,1,04/04/16,In yard,Woonsocket,Orphaned juvenile,
04/05/16,Rabbit,Mammal,Juvenile,6,04/05/16,Backyard,Portsmouth,Orphaned juvenile,
04/06/16,Mourning Dove,Bird,Adult,1,04/06/16,"Shermantown Road, near Wildlife Clinic",Saunderstown,HBC,
04/07/16,Eastern Cottontail,Mammal,Juvenile,1,04/06/16,109 Winter Street,Warwick,"Orphaned juvenile, kidnapped",
04/06/16,Eastern Cottontail,Mammal,Juvenile,1,04/06/16,124 Pembroke Lane,Coventry,"Orphaned juvenile, kidnapped",
04/07/16,Eastern Cottontail,Mammal,Adult,1,04/06/16,Kickemuitt Road,Bristol,Jaw FX,
04/04/16,Wild Turkey,Bird,Adult,1,04/04/16,Manton Avenue,Providence,FX R leg,
04/05/16,Eastern Cottontail,Mammal,Juvenile,1,04/04/16,20 Austin Avenue,East Providence,"Orphaned juvenile, kidnapped",
04/07/16,Eastern Cottontail,Mammal,Juvenile,1,04/07/16,,Newport,Cat attack,
04/14/16,Red Wing Blackbird,Bird,Adult,1,,49 Saltaire Avenue,Narragansett,Apparent window strike,
04/19/16,Eastern Grey Squirrel,Mammal,Juvenile,3,,Mariott,North Kingstown,No injury,
04/20/16,Eastern Grey Squirrel,Mammal,Juvenile,1,,Quonset Point/Kohls,North Kingstown,No injury,
04/05/16,American Robin,Bird,Adult,1,04/05/16,Public Street,Providence,Injury,
04/05/16,Rabbit,Mammal,Juvenile,1,04/04/16,Wood pile at finder's home,Riverside,"Orphaned juvenile, dog brought home, no obvious wounds or FX",
04/06/16,Squirrel,Mammal,,1,04/06/16,Providence College,Providence,"Injury, squirrel was seen thrown out of car on side of road",
03/21/16,Chickens,Bird,Juvenile,8,03/19/16,12 Pine Orchard Road,Johnston,Orphaned juvenile,
03/26/16,Great Black-backed Gull,Bird,Juvenile,1,03/26/16,Pier Restaurant,Newport,Emanciated,
03/31/16,Herring Gull,Bird,Adult,1,03/31/16,Memorial Blvd by 1st Beach,Middletown,HBC,
04/05/16,Mourning Dove,Bird,,1,04/03/16,Edgewood,Cranston,Back injury,
04/06/16,American Robin,Bird,Adult,1,04/06/16,Industrial Drive,Smithfield,Possible strike,
04/06/16,Great Black-backed Gull,Bird,Adult,1,04/06/16,1 Champlin Cove Road,Narragansett,ADR,
04/08/16,Northern Cardinal,Bird,Adult,1,04/08/16,293B Ten Rod Road,Exeter,"Flew into window, very hard",
04/08/16,Eastern Grey Squirrel,Mammal,,1,04/08/16,154 Redland Avenue,Rumford,Injury,
04/08/16,Eastern Cottontail,Mammal,Juvenile,1,04/08/16,Sitting in yard,Narragansett,Kidnapped,
04/08/16,Eastern Cottontail,Mammal,Juvenile,1,04/08/16,,East Greenwich,Cat attack,
04/08/16,Great Horned Owl,Bird,Juvenile,1,04/08/16,73 Pequot Drive,Charlestown,Injured R wing,
04/08/16,Eastern Grey Squirrel,Mammal,Juvenile,2,04/08/16,Cranberry Apt. Post Road,Warwick,Orphaned juvenile,
04/08/16,Eastern Grey Squirrel,Mammal,Juvenile,2,04/08/16,Backyard,Warren,Orphaned juvenile,
04/08/16,Eastern Grey Squirrel,Mammal,Juvenile,1,04/08/16,,East Greenwich,"Orphaned juvenile, sitting on side of road",
04/08/16,Rabbit,Mammal,Juvenile,1,04/07/16,2391 Kingstown Road,Kingston,Orphaned juvenile,
04/08/16,Eastern Grey Squirrel,Mammal,Juvenile,1,04/08/16,Rt 6,Johnston,Orphaned juvenile,
04/09/16,Eastern Cottontail,Mammal,Juvenile,1,04/01/16,"Backyard, 145 Bonnet Shores Road",Narragansett,Orphaned juvenile,
04/09/16,Squirrel,Mammal,Juvenile,1,04/09/16,Old Mountain Road,South Kingstown,"Orphaned juvenile, in road crawled up person's leg",
04/10/16,Eastern Grey Squirrel,Mammal,Juvenile,1,04/10/16,William Street,North Kingstown,Orphaned juvenile,
